Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Flight delay,Random
DH,12,JFK,228,1/25/2004,7810,IAD,7,25,0,0.819690513
US,16,LGA,214,1/23/2004,2172,DCA,5,23,1,0.647433164
CO,20,EWR,199,01-09-2004,814,DCA,5,9,0,0.098843221
MQ,20,JFK,213,1/28/2004,4784,DCA,3,28,0,0.19017715
US,12,LGA,214,1/20/2004,2188,DCA,2,20,0,0.880272218
DL,6,LGA,214,1/30/2004,1766,DCA,5,30,0,0.008683057
US,4,LGA,214,1/16/2004,2178,DCA,5,16,0,0.884039173
RU,18,EWR,213,1/15/2004,2692,IAD,4,15,1,0.921219992
MQ,13,LGA,214,1/13/2004,4954,DCA,2,13,0,0.708926202
DH,20,LGA,229,1/29/2004,7684,IAD,4,29,0,0.682335853
DH,16,LGA,229,1/31/2004,7215,IAD,6,31,0,0.363010639
RU,12,EWR,169,1/30/2004,3372,BWI,5,30,1,0.138439902
DH,1,EWR,213,1/28/2004,7302,IAD,3,28,1,0.012597677
US,1,LGA,214,1/15/2004,2180,DCA,4,15,0,0.841586388
US,2,LGA,214,1/16/2004,2174,DCA,5,16,0,0.643936655
DH,5,EWR,213,01-11-2004,7304,IAD,7,11,0,0.874155473
DH,2,JFK,228,01-10-2004,7814,IAD,6,10,0,0.866732778
MQ,7,LGA,214,01-06-2004,4968,DCA,2,6,1,0.976566332
US,7,LGA,214,1/22/2004,2172,DCA,4,22,0,0.241325704
DH,2,JFK,213,1/20/2004,6155,DCA,2,20,0,0.354007198
DH,18,JFK,228,1/17/2004,7814,IAD,6,17,1,0.416432265
DH,5,LGA,229,1/30/2004,7215,IAD,5,30,0,0.746574959
DH,2,EWR,213,1/20/2004,7307,IAD,2,20,0,0.433118981
DL,9,LGA,214,01-11-2004,1744,DCA,7,11,0,0.421136885
MQ,16,LGA,214,01-10-2004,4956,DCA,6,10,0,0.323212329
DH,10,JFK,213,1/17/2004,6155,DCA,6,17,0,0.185008561
RU,2,EWR,213,1/17/2004,2855,IAD,6,17,0,0.978023688
MQ,17,LGA,214,1/30/2004,4970,DCA,5,30,1,0.720390897
DH,0,EWR,213,1/22/2004,7299,IAD,4,22,0,0.735408892
DL,19,LGA,214,1/25/2004,1750,DCA,7,25,0,0.085705552
DH,18,LGA,229,01-03-2004,7790,IAD,6,3,0,0.841354456
US,18,LGA,214,01-12-2004,2174,DCA,1,12,0,0.617915601
RU,7,EWR,213,1/31/2004,2156,IAD,6,31,0,0.478815905
DH,11,LGA,229,1/17/2004,7208,IAD,6,17,0,0.7494394
US,17,LGA,214,01-11-2004,2186,DCA,7,11,0,0.482238645
DL,6,LGA,214,1/18/2004,1768,DCA,7,18,0,0.149544977
US,3,LGA,214,1/22/2004,2164,DCA,4,22,0,0.85782689
US,14,LGA,214,1/26/2004,2174,DCA,1,26,0,0.183592175
CO,0,EWR,199,01-11-2004,1767,DCA,7,11,0,0.328029959
US,17,LGA,214,01-06-2004,2168,DCA,2,6,0,0.45714731
RU,22,EWR,169,01-11-2004,2403,BWI,7,11,0,0.244254038
MQ,18,LGA,214,1/27/2004,4970,DCA,2,27,1,0.65665873
DH,16,EWR,213,01-08-2004,7305,IAD,4,8,0,0.418942371
DL,5,LGA,214,1/27/2004,1744,DCA,2,27,1,0.899135306
DL,6,LGA,214,1/27/2004,1748,DCA,2,27,0,0.613301224
DL,0,LGA,214,1/15/2004,1760,DCA,4,15,0,0.37596981
MQ,3,LGA,214,1/29/2004,4966,DCA,4,29,1,0.091950163
RU,6,EWR,213,01-07-2004,2855,IAD,3,7,1,0.412521729
DL,4,LGA,214,1/16/2004,1766,DCA,5,16,0,0.9775733
US,21,LGA,214,1/29/2004,2184,DCA,4,29,0,0.848055306
US,16,LGA,214,01-11-2004,2184,DCA,7,11,0,0.022915413
RU,23,EWR,199,01-06-2004,2261,DCA,2,6,1,0.480308945
RU,15,EWR,199,1/23/2004,2181,DCA,5,23,0,0.902185452
RU,7,EWR,169,1/15/2004,3372,BWI,4,15,1,0.363403293
MQ,0,LGA,214,1/28/2004,4970,DCA,3,28,0,0.079496162
OH,1,JFK,184,1/24/2004,5935,BWI,6,24,0,0.332933628
DH,15,JFK,228,01-09-2004,7808,IAD,5,9,0,0.033847708
OH,1,JFK,184,1/30/2004,5935,BWI,5,30,0,0.395939185
UA,7,LGA,229,1/29/2004,846,IAD,4,29,0,0.572458333
US,6,LGA,214,01-09-2004,2170,DCA,5,9,0,0.861928976
DH,6,JFK,228,1/26/2004,7806,IAD,1,26,0,0.015545825
RU,11,EWR,213,1/30/2004,2156,IAD,5,30,1,0.819624123
DL,19,LGA,214,1/16/2004,1748,DCA,5,16,1,0.960817582
US,2,LGA,214,1/14/2004,2188,DCA,3,14,0,0.13834954
MQ,2,LGA,214,1/29/2004,4964,DCA,4,29,0,0.673393778
DH,15,JFK,228,1/30/2004,7816,IAD,5,30,0,0.940196669
RU,7,EWR,199,1/17/2004,2582,DCA,6,17,0,0.53665587
MQ,23,JFK,213,01-02-2004,4752,DCA,5,2,0,0.069207976
DL,20,LGA,214,01-08-2004,1764,DCA,4,8,0,0.472372982
RU,13,EWR,169,1/16/2004,2703,BWI,5,16,0,0.908378001
US,4,LGA,214,01-09-2004,2166,DCA,5,9,0,0.312675226
DL,13,LGA,214,01-01-2004,1752,DCA,4,1,0,0.42321374
DH,8,JFK,228,01-01-2004,7812,IAD,4,1,0,0.46501415
DH,21,LGA,229,01-08-2004,7684,IAD,4,8,1,0.056405908
DH,0,JFK,228,01-03-2004,7812,IAD,6,3,0,0.142049968
US,4,LGA,214,01-01-2004,2172,DCA,4,1,0,0.599614069
DL,19,LGA,214,1/20/2004,1744,DCA,2,20,0,0.168383826
RU,14,EWR,213,01-11-2004,2385,IAD,7,11,0,0.416718967
US,12,LGA,214,01-05-2004,2178,DCA,1,5,0,0.525813107
DH,13,EWR,213,1/21/2004,7304,IAD,3,21,0,0.909737923
RU,6,EWR,169,1/15/2004,2303,BWI,4,15,1,0.910007557
UA,8,LGA,229,1/23/2004,846,IAD,5,23,0,0.97526607
DL,1,LGA,214,1/20/2004,1756,DCA,2,20,0,0.013334489
MQ,6,LGA,214,1/19/2004,4976,DCA,1,19,1,0.676106928
DH,20,LGA,229,01-06-2004,7790,IAD,2,6,0,0.456071482
US,0,LGA,214,1/14/2004,2184,DCA,3,14,0,0.266485621
DH,4,JFK,213,1/25/2004,6155,DCA,7,25,0,0.669783938
MQ,17,LGA,214,01-10-2004,4964,DCA,6,10,0,0.522725163
DH,13,LGA,229,01-05-2004,7211,IAD,1,5,1,0.017602891
RU,19,EWR,213,01-01-2004,2385,IAD,4,1,0,0.441931503
US,12,LGA,214,1/29/2004,2166,DCA,4,29,0,0.227944788
DL,9,LGA,214,01-08-2004,1742,DCA,4,8,0,0.421166485
RU,10,EWR,213,1/26/2004,2385,IAD,1,26,1,0.000867205
UA,11,LGA,229,01-06-2004,846,IAD,2,6,0,0.723916299
US,12,LGA,214,01-06-2004,1479,DCA,2,6,0,0.952972759
DH,0,EWR,213,1/20/2004,7304,IAD,2,20,0,0.353615474
RU,2,EWR,169,1/19/2004,2703,BWI,1,19,0,0.407743339
DH,6,EWR,213,01-03-2004,7299,IAD,6,3,1,0.175718652
CO,8,EWR,199,1/25/2004,816,DCA,7,25,0,0.965112994
US,15,LGA,214,01-12-2004,2168,DCA,1,12,1,0.197417114
US,9,LGA,214,1/20/2004,2182,DCA,2,20,0,0.553047141
DL,5,LGA,214,01-07-2004,1760,DCA,3,7,0,0.112035547
DH,14,JFK,228,01-09-2004,7806,IAD,5,9,0,0.222591224
UA,23,LGA,229,1/22/2004,846,IAD,4,22,0,0.882237992
DL,16,LGA,214,1/19/2004,1766,DCA,1,19,0,0.277398023
CO,10,EWR,199,01-08-2004,808,DCA,4,8,0,0.654316332
DH,19,JFK,228,1/17/2004,7818,IAD,6,17,1,0.04070367
CO,8,EWR,199,1/15/2004,806,DCA,4,15,1,0.832659912
RU,15,EWR,169,1/30/2004,2303,BWI,5,30,0,0.952199641
DL,15,LGA,214,01-06-2004,1756,DCA,2,6,0,0.570004456
US,0,LGA,214,01-07-2004,2160,DCA,3,7,0,0.860738633
DH,10,JFK,228,1/26/2004,7814,IAD,1,26,0,0.854934916
DL,10,LGA,214,01-11-2004,1748,DCA,7,11,0,0.000543819
MQ,22,LGA,214,1/22/2004,4976,DCA,4,22,0,0.268218502
DL,21,LGA,214,1/20/2004,1748,DCA,2,20,0,0.245299395
DL,12,LGA,214,01-04-2004,1748,DCA,7,4,0,0.673092349
MQ,0,JFK,213,01-02-2004,4760,DCA,5,2,0,0.776282086
MQ,9,JFK,213,1/18/2004,4771,DCA,7,18,0,0.963473086
DH,3,EWR,213,01-11-2004,7302,IAD,7,11,0,0.50493537
DH,14,EWR,213,1/27/2004,7304,IAD,2,27,1,0.190881805
DL,3,LGA,214,01-09-2004,1752,DCA,5,9,0,0.167881698
CO,21,EWR,199,1/17/2004,808,DCA,6,17,0,0.327021533
US,19,LGA,214,1/23/2004,2180,DCA,5,23,0,0.892100336
RU,19,EWR,199,1/14/2004,2582,DCA,3,14,0,0.55932988
DH,1,EWR,213,1/17/2004,7304,IAD,6,17,1,0.792022471
MQ,12,LGA,214,1/15/2004,4968,DCA,4,15,0,0.607597252
MQ,6,JFK,213,1/17/2004,4784,DCA,6,17,0,0.611736028
DL,8,LGA,214,01-09-2004,1762,DCA,5,9,0,0.786825784
RU,18,EWR,169,01-04-2004,2603,BWI,7,4,1,0.641092281
MQ,1,LGA,214,1/29/2004,4956,DCA,4,29,0,0.265625239
RU,12,EWR,213,1/20/2004,2156,IAD,2,20,0,0.555965355
RU,11,EWR,199,1/13/2004,2261,DCA,2,13,0,0.882812796
US,3,LGA,214,01-06-2004,2188,DCA,2,6,0,0.478850056
DL,23,LGA,214,1/22/2004,1748,DCA,4,22,0,0.63185294
US,10,LGA,214,01-05-2004,2174,DCA,1,5,0,0.074656146
DH,12,LGA,229,01-09-2004,7792,IAD,5,9,0,0.347180711
US,13,LGA,214,1/17/2004,2172,DCA,6,17,0,0.32373081
RU,19,EWR,169,1/22/2004,3372,BWI,4,22,1,0.701327704
DL,21,LGA,214,1/25/2004,1754,DCA,7,25,0,0.241164951
RU,2,EWR,169,1/21/2004,2703,BWI,3,21,0,0.102094937
OH,1,JFK,184,1/16/2004,5935,BWI,5,16,0,0.793849317
DH,12,EWR,213,01-12-2004,7303,IAD,1,12,1,0.155387108
US,8,LGA,214,1/16/2004,2186,DCA,5,16,0,0.728584797
RU,16,EWR,199,01-12-2004,2216,DCA,1,12,0,0.757131796
US,1,LGA,214,1/16/2004,2172,DCA,5,16,0,0.24873935
MQ,16,LGA,214,1/22/2004,4960,DCA,4,22,0,0.877548195
DH,19,JFK,228,01-09-2004,7816,IAD,5,9,0,0.730006921
DL,12,LGA,214,1/21/2004,1754,DCA,3,21,0,0.329914122
US,7,LGA,214,01-01-2004,2188,DCA,4,1,0,0.08109051
US,23,LGA,214,01-12-2004,2184,DCA,1,12,0,0.82261127
RU,4,EWR,169,01-10-2004,2703,BWI,6,10,0,0.0820685
DH,11,JFK,228,1/13/2004,7806,IAD,2,13,0,0.348857212
DH,9,JFK,228,1/20/2004,7800,IAD,2,20,0,0.032659488
RU,3,EWR,199,01-04-2004,2097,DCA,7,4,1,0.137926316
US,13,LGA,214,01-04-2004,2184,DCA,7,4,0,0.367031867
MQ,7,JFK,213,1/16/2004,4760,DCA,5,16,0,0.668694986
DL,12,LGA,214,01-11-2004,1752,DCA,7,11,0,0.00133495
DH,9,JFK,228,1/26/2004,7812,IAD,1,26,1,0.524233113
US,4,LGA,214,1/22/2004,2166,DCA,4,22,0,0.84594647
DH,14,EWR,213,1/21/2004,7305,IAD,3,21,0,0.769420327
DH,5,EWR,213,1/22/2004,7307,IAD,4,22,0,0.949543042
MQ,1,LGA,214,1/19/2004,4964,DCA,1,19,0,0.031093248
DL,19,LGA,214,1/14/2004,1764,DCA,3,14,0,0.381504949
CO,20,EWR,199,01-07-2004,816,DCA,3,7,1,0.919872566
RU,8,EWR,213,01-02-2004,2385,IAD,5,2,0,0.497849791
US,16,LGA,214,01-12-2004,2170,DCA,1,12,0,0.331387339
RU,23,EWR,199,1/19/2004,2582,DCA,1,19,0,0.303754772
DH,0,LGA,229,1/26/2004,7211,IAD,1,26,1,0.295204758
CO,9,EWR,199,01-08-2004,806,DCA,4,8,0,0.626750697
OH,3,JFK,184,1/25/2004,5935,BWI,7,25,0,0.339450734
MQ,19,LGA,214,1/20/2004,4976,DCA,2,20,1,0.813445975
DH,22,JFK,228,1/18/2004,7816,IAD,7,18,1,0.126180555
DH,4,EWR,213,1/28/2004,7305,IAD,3,28,0,0.030176152
DH,18,JFK,228,1/18/2004,7808,IAD,7,18,1,0.207755953
DL,20,LGA,214,1/14/2004,1766,DCA,3,14,1,0.444965073
DH,5,EWR,213,1/26/2004,7305,IAD,1,26,0,0.495569012
DL,17,LGA,214,01-08-2004,1758,DCA,4,8,0,0.680337252
DH,11,LGA,229,01-09-2004,7790,IAD,5,9,1,0.76017266
OH,3,JFK,184,1/22/2004,5935,BWI,4,22,1,0.340038849
DH,14,EWR,213,01-06-2004,7303,IAD,2,6,0,0.245447534
RU,18,EWR,199,01-12-2004,2261,DCA,1,12,0,0.483026273
DL,11,LGA,214,1/23/2004,1748,DCA,5,23,0,0.123296547
DH,22,JFK,228,1/29/2004,7800,IAD,4,29,0,0.934328275
CO,11,EWR,199,01-06-2004,806,DCA,2,6,0,0.27100098
DH,14,JFK,228,1/20/2004,7814,IAD,2,20,0,0.479116183
MQ,0,JFK,213,01-11-2004,4784,DCA,7,11,1,0.302651043
MQ,21,LGA,214,01-07-2004,4976,DCA,3,7,1,0.679129918
DH,15,EWR,213,1/27/2004,7307,IAD,2,27,1,0.039058825
US,21,LGA,214,1/14/2004,2178,DCA,3,14,0,0.121481189
US,2,LGA,214,1/15/2004,2182,DCA,4,15,0,0.473606515
US,2,LGA,214,1/22/2004,2162,DCA,4,22,0,0.005528907
DH,7,LGA,229,01-02-2004,7790,IAD,5,2,0,0.046895767
DL,23,LGA,214,1/17/2004,1748,DCA,6,17,0,0.226693104
DH,4,JFK,228,01-08-2004,7812,IAD,4,8,0,0.757615183
US,16,LGA,214,01-05-2004,2186,DCA,1,5,0,0.134177213
DH,16,JFK,228,01-09-2004,7810,IAD,5,9,0,0.763955775
DH,6,JFK,228,1/19/2004,7816,IAD,1,19,0,0.211354862
MQ,3,LGA,214,1/21/2004,4964,DCA,3,21,0,0.755451922
CO,9,EWR,199,1/14/2004,806,DCA,3,14,0,0.956099298
US,18,LGA,214,1/16/2004,1479,DCA,5,16,0,0.109048896
US,15,LGA,214,1/22/2004,2188,DCA,4,22,1,0.152476589
DH,0,EWR,213,01-05-2004,7299,IAD,1,5,0,0.133179602
DL,11,LGA,214,1/19/2004,1752,DCA,1,19,0,0.713791654
RU,8,EWR,213,01-11-2004,2254,IAD,7,11,0,0.678468329
DH,13,EWR,213,1/23/2004,7307,IAD,5,23,0,0.498191165
US,20,LGA,214,1/29/2004,2182,DCA,4,29,0,0.557969836
RU,7,EWR,213,01-07-2004,2156,IAD,3,7,1,0.50888111
MQ,8,LGA,214,1/15/2004,4954,DCA,4,15,1,0.256759382
RU,22,EWR,199,01-08-2004,2761,DCA,4,8,1,0.275876506
CO,6,EWR,199,1/18/2004,1767,DCA,7,18,0,0.740250121
DH,13,JFK,228,1/30/2004,7812,IAD,5,30,0,0.888751707
US,19,LGA,214,1/19/2004,2180,DCA,1,19,0,0.695189793
MQ,12,JFK,213,01-09-2004,4752,DCA,5,9,0,0.100222026
DH,13,EWR,213,1/27/2004,7303,IAD,2,27,1,0.447766227
CO,8,EWR,199,01-06-2004,814,DCA,2,6,1,0.191245957
MQ,2,LGA,214,01-08-2004,4952,DCA,4,8,0,0.183418148
US,6,LGA,214,01-07-2004,2172,DCA,3,7,0,0.988113118
US,22,LGA,214,1/30/2004,2162,DCA,5,30,0,0.268640597
DH,7,LGA,229,1/22/2004,7215,IAD,4,22,0,0.537288414
US,2,LGA,214,1/27/2004,2170,DCA,2,27,0,0.554489442
US,1,LGA,214,1/14/2004,2186,DCA,3,14,1,0.827107908
MQ,13,LGA,214,01-07-2004,4952,DCA,3,7,0,0.378011728
RU,5,EWR,169,1/21/2004,2303,BWI,3,21,0,0.961522199
US,9,LGA,214,1/13/2004,2178,DCA,2,13,1,0.491540134
US,17,LGA,214,1/31/2004,2168,DCA,6,31,0,0.736423725
RU,18,EWR,213,01-01-2004,2497,IAD,4,1,0,0.738522974
OH,10,JFK,184,01-05-2004,5935,BWI,1,5,1,0.121830033
DH,14,JFK,228,01-02-2004,7814,IAD,5,2,1,0.025450394
US,4,LGA,214,1/28/2004,1479,DCA,3,28,0,0.265537034
MQ,10,LGA,214,1/25/2004,4972,DCA,7,25,0,0.093130101
MQ,12,JFK,213,01-07-2004,4784,DCA,3,7,1,0.039028383
US,21,LGA,214,01-06-2004,2176,DCA,2,6,0,0.207880598
MQ,8,JFK,213,1/16/2004,4784,DCA,5,16,1,0.103073572
MQ,1,LGA,214,01-11-2004,4964,DCA,7,11,1,0.063670072
DL,11,LGA,214,01-11-2004,1750,DCA,7,11,0,0.556113359
DH,12,EWR,213,1/29/2004,7305,IAD,4,29,0,0.925282763
DH,16,JFK,228,01-07-2004,7812,IAD,3,7,1,0.324172872
DH,22,LGA,229,1/28/2004,7211,IAD,3,28,1,0.364185863
RU,0,EWR,213,1/14/2004,2385,IAD,3,14,0,0.604899665
US,16,LGA,214,1/17/2004,2184,DCA,6,17,0,0.590633606
RU,22,EWR,169,1/31/2004,2303,BWI,6,31,0,0.884162158
DH,3,EWR,213,1/22/2004,7304,IAD,4,22,0,0.900705591
MQ,5,JFK,213,1/25/2004,4752,DCA,7,25,1,0.14572789
US,20,LGA,214,1/19/2004,2182,DCA,1,19,0,0.463912604
DH,20,LGA,229,1/21/2004,7792,IAD,3,21,0,0.490282281
US,20,LGA,214,01-06-2004,2174,DCA,2,6,0,0.875162487
DL,23,LGA,214,1/20/2004,1752,DCA,2,20,0,0.445912477
DH,1,EWR,213,1/22/2004,7302,IAD,4,22,0,0.449145338
DH,9,JFK,228,1/25/2004,7800,IAD,7,25,0,0.546771094
MQ,7,LGA,214,01-12-2004,4972,DCA,1,12,0,0.18553706
RU,9,EWR,213,1/22/2004,2692,IAD,4,22,0,0.098216226
RU,22,EWR,213,1/21/2004,2855,IAD,3,21,0,0.048679901
RU,23,EWR,199,1/16/2004,2761,DCA,5,16,0,0.041261843
DH,1,EWR,213,1/30/2004,7307,IAD,5,30,0,0.17055279
US,11,LGA,214,1/17/2004,2164,DCA,6,17,0,0.938813401
RU,8,EWR,199,1/28/2004,2879,DCA,3,28,1,0.952322665
MQ,8,LGA,214,1/17/2004,4964,DCA,6,17,0,0.813377706
DH,9,JFK,228,1/24/2004,7812,IAD,6,24,1,0.52537685
US,7,LGA,214,01-04-2004,2172,DCA,7,4,0,0.05333822
DH,15,JFK,228,1/15/2004,7816,IAD,4,15,0,0.259761772
DH,23,LGA,229,1/26/2004,7208,IAD,1,26,0,0.700334393
UA,3,LGA,229,1/28/2004,846,IAD,3,28,0,0.386927574
RU,15,EWR,199,01-03-2004,2097,DCA,6,3,0,0.361031834
DH,2,JFK,228,01-12-2004,7810,IAD,1,12,0,0.814360876
RU,8,EWR,199,01-04-2004,2336,DCA,7,4,1,0.462091053
DL,17,LGA,214,1/20/2004,1740,DCA,2,20,0,0.817229908
MQ,8,JFK,213,1/30/2004,4752,DCA,5,30,0,0.467543584
DL,9,LGA,214,01-09-2004,1764,DCA,5,9,0,0.680022177
US,10,LGA,214,01-04-2004,2178,DCA,7,4,0,0.1943715
MQ,21,LGA,214,1/19/2004,4952,DCA,1,19,1,0.50103349
US,21,LGA,214,01-08-2004,2176,DCA,4,8,0,0.393537634
US,23,LGA,214,1/16/2004,2168,DCA,5,16,0,0.406799885
DL,19,LGA,214,01-08-2004,1762,DCA,4,8,0,0.536207665
RU,18,EWR,169,1/17/2004,2229,BWI,6,17,0,0.276670999
DH,5,LGA,229,1/22/2004,7208,IAD,4,22,1,0.570291528
DL,17,LGA,214,01-06-2004,1760,DCA,2,6,0,0.587829669
RU,5,EWR,169,1/15/2004,2403,BWI,4,15,0,0.01383221
DH,5,EWR,213,1/31/2004,7303,IAD,6,31,0,0.0607503
US,8,LGA,214,01-04-2004,2174,DCA,7,4,0,0.447747244
DH,22,EWR,213,1/20/2004,7302,IAD,2,20,0,0.791367387
RU,9,EWR,199,1/13/2004,2216,DCA,2,13,0,0.622782686
RU,13,EWR,199,01-02-2004,2216,DCA,5,2,0,0.684228837
US,13,LGA,214,01-11-2004,2178,DCA,7,11,0,0.305526559
RU,21,EWR,169,1/26/2004,3372,BWI,1,26,1,0.046714529
US,18,LGA,214,1/21/2004,2174,DCA,3,21,0,0.375001251
DH,10,JFK,228,1/16/2004,7810,IAD,5,16,0,0.604677567
US,13,LGA,214,1/26/2004,2168,DCA,1,26,1,0.555202116
DH,8,JFK,228,01-04-2004,7816,IAD,7,4,0,0.763633836
US,17,LGA,214,01-05-2004,2188,DCA,1,5,0,0.940919533
RU,1,EWR,169,1/29/2004,2703,BWI,4,29,0,0.685269568
DL,4,LGA,214,1/27/2004,1742,DCA,2,27,0,0.957766471
MQ,21,JFK,213,1/24/2004,4752,DCA,6,24,0,0.589643145
DH,0,EWR,213,1/28/2004,7299,IAD,3,28,0,0.736561763
CO,7,EWR,199,1/21/2004,816,DCA,3,21,0,0.055188189
US,14,LGA,214,1/21/2004,2166,DCA,3,21,0,0.15516032
DL,13,LGA,214,1/28/2004,1750,DCA,3,28,0,0.019714695
RU,12,EWR,199,01-11-2004,2582,DCA,7,11,0,0.801408347
MQ,14,LGA,214,1/30/2004,4964,DCA,5,30,0,0.14104712
DL,4,LGA,214,1/30/2004,1762,DCA,5,30,0,0.410880203
DH,9,LGA,229,01-07-2004,7215,IAD,3,7,1,0.309860083
RU,10,EWR,199,1/30/2004,2582,DCA,5,30,0,0.488121399
US,3,LGA,214,01-08-2004,2188,DCA,4,8,0,0.738504005
US,14,LGA,214,1/14/2004,2164,DCA,3,14,0,0.745219157
US,5,LGA,214,1/16/2004,2180,DCA,5,16,0,0.985689126
RU,2,EWR,169,01-10-2004,3372,BWI,6,10,0,0.617220082
US,19,LGA,214,1/14/2004,2174,DCA,3,14,0,0.885889381
MQ,19,JFK,213,01-04-2004,4760,DCA,7,4,0,0.305375211
DH,1,LGA,229,01-04-2004,7792,IAD,7,4,0,0.737309154
DH,0,EWR,213,1/17/2004,7303,IAD,6,17,0,0.469463984
DH,17,EWR,213,1/16/2004,7299,IAD,5,16,0,0.808101762
MQ,10,LGA,214,1/16/2004,4956,DCA,5,16,1,0.267924783
US,3,LGA,214,01-04-2004,2164,DCA,7,4,0,0.720597009
DL,16,LGA,214,1/21/2004,1762,DCA,3,21,0,0.424464358
RU,5,EWR,169,01-12-2004,2303,BWI,1,12,0,0.482717909
RU,14,EWR,199,01-03-2004,2582,DCA,6,3,0,0.347543452
DH,21,LGA,229,01-12-2004,7790,IAD,1,12,1,0.01191611
DH,0,EWR,213,01-09-2004,7299,IAD,5,9,0,0.391519405
CO,6,EWR,199,1/19/2004,806,DCA,1,19,0,0.15045652
DL,8,JFK,213,01-11-2004,746,DCA,7,11,1,0.259853083
US,0,LGA,214,1/15/2004,2178,DCA,4,15,0,0.672073722
US,16,LGA,214,1/29/2004,2174,DCA,4,29,0,0.496537773
DH,3,JFK,228,1/23/2004,7812,IAD,5,23,0,0.33669268
DL,18,LGA,214,01-06-2004,1762,DCA,2,6,0,0.662518288
CO,20,EWR,199,1/13/2004,814,DCA,2,13,1,0.787430188
DL,16,LGA,214,1/29/2004,1762,DCA,4,29,0,0.734500802
CO,21,EWR,199,1/28/2004,814,DCA,3,28,0,0.55547894
DL,20,JFK,213,01-09-2004,746,DCA,5,9,0,0.050516249
DH,14,JFK,228,1/30/2004,7814,IAD,5,30,1,0.197584253
DH,17,LGA,229,1/21/2004,7215,IAD,3,21,0,0.506129449
DH,18,JFK,213,01-10-2004,6155,DCA,6,10,1,0.513283598
RU,0,EWR,199,1/15/2004,2216,DCA,4,15,0,0.413395048
DH,4,EWR,213,01-11-2004,7303,IAD,7,11,0,0.542367174
RU,15,EWR,169,01-07-2004,2703,BWI,3,7,0,0.76311085
US,19,LGA,214,1/29/2004,2180,DCA,4,29,0,0.89245543
US,1,LGA,214,1/18/2004,2186,DCA,7,18,0,0.146798264
CO,2,EWR,199,1/31/2004,808,DCA,6,31,0,0.617067099
US,17,LGA,214,1/21/2004,2172,DCA,3,21,0,0.893070738
CO,22,EWR,199,1/22/2004,816,DCA,4,22,0,0.971141317
DL,19,LGA,214,1/30/2004,1744,DCA,5,30,0,0.377350142
US,7,LGA,214,01-11-2004,2166,DCA,7,11,0,9.45E-05
DL,9,LGA,214,01-05-2004,1756,DCA,1,5,0,0.732303858
US,21,LGA,214,01-10-2004,2168,DCA,6,10,0,0.245844498
DL,6,JFK,213,01-06-2004,746,DCA,2,6,0,0.568487038
DH,3,EWR,213,1/26/2004,7303,IAD,1,26,1,0.935808652
DH,13,JFK,228,1/16/2004,7816,IAD,5,16,0,0.44087415
MQ,9,JFK,213,1/31/2004,4752,DCA,6,31,0,0.545738359
DH,13,JFK,228,1/22/2004,7808,IAD,4,22,0,0.486549633
DL,23,LGA,214,1/16/2004,1756,DCA,5,16,0,0.405045426
RU,17,EWR,199,1/23/2004,2761,DCA,5,23,0,0.580660117
DL,14,LGA,214,1/23/2004,1756,DCA,5,23,0,0.777054166
MQ,20,JFK,213,01-04-2004,4771,DCA,7,4,0,0.79931044
DL,16,LGA,214,1/23/2004,1760,DCA,5,23,0,0.175642966
MQ,16,LGA,214,01-07-2004,4960,DCA,3,7,0,0.712826651
DH,5,JFK,228,1/14/2004,7816,IAD,3,14,0,0.148794965
DH,6,JFK,228,1/28/2004,7810,IAD,3,28,0,0.215126157
US,13,LGA,214,1/19/2004,2168,DCA,1,19,0,0.232844594
RU,22,EWR,213,1/23/2004,2497,IAD,5,23,0,0.551544989
DH,0,JFK,228,1/19/2004,7800,IAD,1,19,0,0.9871622
RU,18,EWR,199,01-03-2004,2761,DCA,6,3,0,0.317623983
DL,16,LGA,214,01-06-2004,1758,DCA,2,6,0,0.375886382
MQ,23,JFK,213,01-06-2004,4760,DCA,2,6,0,0.518108415
DH,10,EWR,213,1/29/2004,7303,IAD,4,29,0,0.317316608
RU,17,EWR,169,01-02-2004,2303,BWI,5,2,0,0.216099748
DL,2,LGA,214,01-07-2004,1754,DCA,3,7,0,0.364652768
RU,16,EWR,169,1/13/2004,3372,BWI,2,13,1,0.977125871
DH,15,EWR,213,1/14/2004,7305,IAD,3,14,0,0.704639272
DL,15,LGA,214,1/28/2004,1758,DCA,3,28,0,0.356487218
DH,5,JFK,228,1/23/2004,7816,IAD,5,23,0,0.990744459
DH,17,LGA,229,01-03-2004,7215,IAD,6,3,0,0.40639331
RU,8,EWR,199,01-07-2004,2582,DCA,3,7,0,0.000100427
DL,7,LGA,214,01-09-2004,1760,DCA,5,9,0,0.849089194
MQ,22,JFK,213,1/24/2004,4760,DCA,6,24,0,0.03813557
US,11,LGA,214,01-11-2004,2174,DCA,7,11,0,0.545670063
DH,7,LGA,229,1/20/2004,7790,IAD,2,20,0,0.778666879
RU,12,EWR,199,01-07-2004,2761,DCA,3,7,0,0.244495606
US,8,LGA,214,1/20/2004,2180,DCA,2,20,0,0.200071392
MQ,16,LGA,214,01-09-2004,4956,DCA,5,9,0,0.042567723
US,11,LGA,214,1/26/2004,2164,DCA,1,26,1,0.624592267
